,Text,Positive?
1638,المفاعل النووي سيحتاج لشريك استراتيجي يمتلكه او جزء كبير منه و ستدفع الحكومة الأردنية ثمن الكهرباء لهذا المستثمر لذلك يوجد احتمال كبير ان ترتفع هذه الفاتورة,0.0
1639,المفاعل النووي سيحتاج لشريك استراتيجي يمتلكه او جزء كبير منه وستدفع الحكومة الأردنية ثمن الكهرباء لهذا المستثمر لذلك يوجد احتمال كبير ان ترتفع هذه الفاتورة,0.0
1640,الموضوع ما اله علاقه بالتخلف بس لما تكون الاضرار اكثر من الفائده بلا منه و اﻷهم من هيك انه المفاعل بحاجه لتبريد دائم و للاسف وين المي يلي عنا؟؟؟؟,0.0
1641,الهم اجرنا من الظلم ولا تجعلنا من الظا لمين,0.0
1642,الوان مش حلوة,0.0
1643,"الوحيد الذي لايتركني ولو لحظه""",0.0
1644,الى ابن بشار الاسد: كس اخت ابوك:),0.0
1645,الى جهنم وبئس المصير,0.0
1646,الى من اشكوك !,0.0
1647,الى يقارن بينه وبين مرسى يبقى متخلف,0.0
1648,الي انا شايفو انو المفاعل راح ينعمل في الاردن و راح يخدم دول تانية.... يعني مش عشان سواد عيونا...,0.0
1649,ام التحطيم,0.0
1650,امين يا رب,0.0
1651,انا اردني و بقول الشعب بيستاهل غلا اكثر من هيك,0.0
1652,انا اشوفه انه عادي ولا فيه اي معنى وايش مليوني مشاهد والله انه ما يستحق الى هذا الحد من المشاهده وبعدين هاض شي مقزز,0.0
1653,انا بكرهك ,0.0
1654,انا خلينى ساكتة احسن,0.0
1655,انا شوفت وقاحه بس زاي وقاحة الاخوان ما شوفت.,0.0
1656,انا ضد المفاعل,0.0
1657,انا ضد وجود المفاعلات النووية في الأردن,0.0
1658,انا لله و انا اليه راجعون و الله يستر هالبلد,0.0
1659,انا متشائم و رح اضل متشائم حتى ينزلوا البنزين,0.0
1660,انا مش مسؤول عن الحرامية يتفنجرو بمصاري البلد و انا اشحد,0.0
1661,انا مع الاخ محمد سلامة بهالموضوع ,0.0
1662,انت عنجد بنت فاشلة,0.0
1663,انت ما تستحي تقارن القران بوحدة ساقطة انعل ابوك لا ابو الملحد,0.0
1664,انت واحد  عنجد قليل ادب الله يموت الي امثالك,0.0
1665,انت واحد حقير,0.0
1666,انت واحد ما بتستا هل الجزمة,0.0
1667,انتة والمعك كلهم سافلين ووقحين,0.0
1668,انتخب مين يا عم  هى  ناقصة لبخة فى الكلام  معتش الا الاهبل ده كمان يبقى رئيس جمهورية,0.0
1669,انتم يا قطريه شن عارفكم السياسه انتم لاعندكم جيش ولا استراتجيه ثابته انتم عملاء امريكا يا خونه,0.0
1670,انتو كلاب ازى تسو المصحف بى كلابه زى ده,0.0
1671,انخرس,0.0
1672,اهبل ولك ,0.0
1673,اوقف القرار للحفاظ على الوطن,0.0
1674,اووخص وش هالمناشف *&^,0.0
1675,اي تفائل هاد يا زلمة روح تشائم احسلك,0.0
1676,اي تقدم اي ازدهار مفاعل النووية بعمل الامراض كثير اهم السرطان الله يبعده عنها و انا معهم رفض المفاعل النووية,0.0
1677,ايس شراع القرف,0.0
1678,ايه راحه فيها المسكين ياحرام,0.0
1679,ايوه بالصرمة عراسه,0.0
1680,بارد ومصقع,0.0
1681,بالله تسكتوا خلينا بحالنا بدناش مشاكل ايه,0.0
1682,بخزي,0.0
1683,بدكو تخلونا نشحد,0.0
1684,بس أنا مش منهم ولا البنات يلي بالجروبات,0.0
1685,بس الله لا يسامحكم و تلقوها بصحتكم ان شاء الله.,0.0
1686,"بس تكون من سكان اربد و تكون قريب على المفاعل النووي في جامعه التكنولوجيا و بتشرب من مياه اربد التي تبعد اقل من 100 متر في باطن الارض "" حوض اليرموك ""عن مركز المفاعل بتقدر تعترض .... وين بدك تصرف المياه التي تخرج من المفاعل ... "" لا تقولوا مفاعل التكنولوجيا تدريبي بس اسمه مفاعل و بتخرج منه مخلفات نوويه "" الدول الاوروبيه بدات الاستغناء عن المفاعلات النوويه ..... عندك مياه بالاردن من اجل تشغيل المفاعل ..... قبل الحكم على الاشخاص الذين يقومون ضد هذا المشروع اسالوا الجولوجيين و اثرها على المياه الجوفية ..... بتحداك اذا بتسال خالد طوقان عن الاثار الجانبيه من الفاعل النووي و جاوبكوا .... كلامي هذا من دكاترة جامعات مختصين في الجولوجيا و اثره على المياه الجوفيه",0.0
1687,بس مو مزبوط,0.0
1688,بسسسسس  مقززز,0.0
1689,بطلت اتجوز,0.0
1690,بعئد,0.0
1691,بعدك ماشفت اشي,0.0
1692,بعدين الاردن تسبح على بحر من النفط و الصخر الزيتي اشتغلو فيه بالاول بيكفينا 100 سنه,0.0
1693,بعرف بس مو حلو,0.0
1694,بقرف زيك,0.0
1695,بكفينا اللي بنشوفو من الدكاترة في الو الواحد نفس يعمل اشي منه,0.0
1696,بلا قرف,0.0
1697,بلد يديرها اغبياء و حراميه,0.0
1698,بني البرنامج النووي الأردني على عدة تصورات خاطئة بشكل خطير تتعلق بالتكنولوجيا,0.0
1699,بني البرنامج النووي الأردني على عدة تصورات خاطئة بشكل خطير تتعلق بالتكنولوجيا ,0.0
1700,تؤلمني باسم الحب,0.0
1701,تابعت هذا الجوال من بداية صدوره وقبل اقترابه للعالم العربي .. فعلا يستحق كل هذه الاهمية,0.0
1702,تحطم ماتبقى من اطيافي,0.0
1703,تسلم صرمايتك,0.0
1704,تعليم الاطفال علا الاغاني وعلا الرقص بدلن من تعليم﻿ القران الكريم بدلن من تعليم الدين الله لا يوفقكم,0.0
1705,تفوووو عليك,0.0
1706,تليفيزيون المستقبل صار سيء للغاية ما أدري ليش!!,0.0
1707,تنظرون لا الشام يقتلون بدم بارد .,0.0
1708,جنييه,0.0
1709,حبة بنـــــــــــــــــــــــــــادول,0.0
1710,حبيبي شرلبوني يموت ب شرلبونا و انا مدريدي﻿ لكن ماني مغير لعيونه,0.0
1711,حتى نعرف نحل مشكلة المجاري بعدين منعمل مفاعلات,0.0
1712,حزني كثير والله﻿ ,0.0
1713,حسبنا الله و نعم الوكيل في اناس همهم تجويع الشعب,0.0
1714,حسبنا الله و نعم الوكيل فيكم و في مجلس النواب الحالي و الذي لا يمثل الشعب الاردني فهم غير سأئلين عن الشعب يبحثون عن مناصب وزاريه و رواتب خياليه بينما المواطن الاردني طفح الكيل معه و اصبح لا يطيق الحياه ,0.0
1715,حسبنا الله و نعم الوكيل فيكوا,0.0
1716,حسبي الله و نعم الوكيل في كل ظالم و مفتري و الله يعين الشعب,0.0
1717,حطمت كل احلامي البريئه,0.0
1718,حفظ الله وطننا من ايدي المنافقين المتأردنين,0.0
1719,حكي جرايد,0.0
1720,حيوان,0.0
1721,حيوان وكلب الله يموتك,0.0
1722,خراي على احسن علوي ومحب لهاجحش !! خربت سورية ياكلب,0.0
1723,خرى عليك,0.0
1724,خسئو وخسئ امثالهم ومن طاوعهم,0.0
1725,خلص اخرسن انا قرفت اكتر منكن,0.0
1726,خليه يرفع لكن اللي عنده وطنيه و انتماء يصف سيارته بالشارع و يروح على الشغل مشي,0.0
1727,خمسة مليون يوقعوا علي رفض المفاعل لانة سوف يدمر الاردن لان التقدم ياتي من خلال عدم النهب للمال العام يعني يجب وقف النهب وهذا مشروع فاشل من يومة,0.0
1728,خنقوووني,0.0
1729,دلوعه جدا مايا﻿,0.0
1730,دلوعه حيوانه﻿,0.0
1731,ذا مرتك بتعمل هيك يا ادمن لا تفكر كل الرجال مثلك تفي عليك,0.0
1732,ذبحتونا,0.0
1733,رئيس مو عارف يحكي حرف الاس .. روح تخيب ولك يلعنها انيسه على هيك جحش خلفتو,0.0
1734,رائعة الحَرف نَقية المَعنى,0.0
1735,ربي يكون بالعون ياأخي فقد احزنني كلامك,0.0
1736,"رح اجتهد باني اكون حلوة يوم عرسي مش اكون متل القردة """,0.0
1737,رعب وخوف عاوجهك ياجبان ,0.0
1738,روح اكتب اشي زي العالم و الناس بدل ما انت بتتهبل هيك و بتتمسخر يا مسخرة,0.0
1739,زنخة زيك,0.0
1740,سدئناك يا كذاب,0.0
1741,سلطان القرف ,0.0
1742,سنبقى نذكر دولة الشهيد وصفي التل الذي كان رئيسا للوزراء و حبيبآ للفقراء,0.0
1743,سوبر طقاع .........﻿ اول واحد جايته زبيريه ,0.0
1744,سيد شوكت بحب احكيلك انو حنضل نشحد بسبب المفاعل للأسف البعض يعتقد ان المفاعل النووي سيحل مشاكلنا الاقتصادية ولكن الأردن لا يمتلك موارد مالية وهذا يعني الحاجة لشريك أجنبي يملك غالبية الأسهم كما في تركيا على سبيل المثال وذلك يعني ان هذا الشريك سيمتلك الجزء الأكبر من المفاعل ولن يكون ملك للأردن وبالتالي ستقوم الحكومة ايضاً بدفع تكاليف الكهرباء للمستثمر وبالتالي المفاعل النووي لن يوفر لك الكهرباء بسعر قليل,0.0
1745,شعب لا يحركه هذا الظلم و التعدي على كرامته هو شعب لا يستحق الحياة,0.0
1746,شغل مشغول قرف يع,0.0
1747,شفتها اقول وشذا الكيك*&^,0.0
1748,شكلك دايما متاخرة عن المدرسة,0.0
1749,شنو السالفه يعني اتقارنون القران الكريم ويه نجوه كرم هاي العرمه لا الله اله الله,0.0
1750,شو الاشي الي بيضحك (ما ازنخك),0.0
1751,شو بالا يا دانيا و المشكلة مش عارفه تكتب هعهعه,0.0
1752,شو بدو بهالسّحنه,0.0
1753,شو بدو بهالشوفه ؟؟؟؟؟؟؟؟؟؟؟,0.0
1754,شو عاجبك فيها متلا ؟!لتكون سيارتكم ,0.0
1755,شو عادي يزم انتا ما عندك دم ونخوه يزم انتا مش بني ادم ترى ورح طير,0.0
1756,شو نوع الحشيش ,0.0
1757,شو هاض المنشور الوسخ ,0.0
1758,شو هالافكار الجهنميه يا خال,0.0
1759,شو هالمنشور الوسخ ,0.0
1760,شو يعني بدك ايانا نحكي من وراكي مش حلوة ,0.0
1761,شي مؤكد انك حمار ,0.0
1762,صحح الخبر . مش تحرير المشتقات النفطية و إنما توليعها,0.0
1763,صحيح انك سافل,0.0
1764,صراحة بخزي من دون مجاملة,0.0
1765,صرماتي براس اهلك,0.0
1766,طبعا اكيد ﻻ والف ﻻ,0.0
1767,طيب ليه السخريه دى ماكنا كويسين,0.0
1768,عادي محنا اتعودنا على الرفع من يوم يومنا و احنا ما بنعرف غير الرفع همه برفعو و نحنا بندفع و على حسابنا,0.0
1769,عاهات ,0.0
1770,عفكره البيج هاد قرفني وقلب معدتي شو للاسف انتا انو عرفك انه هيك الوضع بتفتح بالفنجان يا ناس خفوا علينا الدين مش للايكات وكمنتات,0.0
1771,علي الطﻻق الي في رجلك يا حجه بتسوى كل سﻻح العرب لمعفن,0.0
1772,عليا النعمه ابدا لا هو ولا الخروف التاني,0.0
1773,عمدا فيهم ما نستعمل التدفئة و نلبس فروه,0.0
1774,عنجد انو بالة,0.0
1775,عنجد بخزي,0.0
1776,عنجد بخزي شو هاد على حساب ازياء طلع باله,0.0
1777,عني كل يعلقو الا انا,0.0
1778,عيب عليك ماتستحي,0.0
1779,عيب عليكوا تقارنوا وحدة زى دى بالمصحف الى هوا كلام ربنا,0.0
1780,عيب والله اسم المقطع,0.0
1781,عيب يغني ده السادات ! وده ابن مره ,0.0
1782,غبي الله يزيد غباك ,0.0
1783,غبيييي من جده,0.0
1784,فاشله,0.0
1785,فانا اناشد الحكومة الاردنية بألافراج عن اسرى السلفيين التوحيدين الموجودين في سجونهم,0.0
1786,فشرت عين الشيعة والله بنحرقهم حر,0.0
1787,فشرت عينك ,0.0
1788,فظيعين﻿,0.0
1789,فعلا الطاقة الشمسية هي البديل و ليست النووية لان حتى الدول المتقدمة صارت تتخلص من النووي و تتجة للطاقة البديلة و خصوصا احنا الاردن بلد مشمس عالطول السنة و الكلفة ما اتوقع اكثر من الطاقة النووية,0.0
1790,فعلا الطاقة الشمسية هي البديل وليست النووية لان حتى الدول المتقدمة صارت تتخلص من النووي وتتجة للطاقة البديلة وخصوصا احنا الاردن بلد مشمس عالطول السنة والكلفة ما اتوقع اكثر من الطاقة النووية,0.0
1791,فقد عجزت الكلمات ,0.0
1792,فلماااا الحزن فلقد اصبح الحزن صديقي,0.0
1793,"فهم ادرى واخبر لا وبل اكثر انكارا"" للشيعة  وامثالهم",0.0
1794,في خطبه وحده رفض شيخ إخواني النووي الاردني ، و مدح النووي الايراني,0.0
1795,قرف,0.0
1796,قرف يعيع,0.0
1797,قرف يقرفك,0.0
1798,قصد وهو كبير,0.0
1799,قلة ادب ,0.0
1800,كتيييير رخيص ومقرف,0.0
1801,كـلمـة حـبـ عـجـبـتـنـى جـيـتـ آقــؤلهـآ جــرحـتـنـى,0.0
1802,كل واحد حرامي  و ما بهمو مصلحة المسكين المواطن الي بشتغل 14ساعة ب 6دنانير,0.0
1803,كلاب بتعوي,0.0
1804,كلامك في غاية الجديه صحيح,0.0
1805,كلب واطي ,0.0
1806,كلب وحقير,0.0
1807,كله على راس المواطن ما يثير السخرية رفع اسعار المستقات النفطية المستخدمة في الصناعة تقول صناعتنا مكسرة الدنيا,0.0
1808,كله لايك لا اتفشلوني,0.0
1809,كلهم فاجرين,0.0
1810,كلهم معندهمش احساس,0.0
1811,كلو حكي فاضي,0.0
1812,كنا نقول البلد حاميها حراميها و ماذا سنقول الأن مفتيها حراميها و الله الواحد تحير في هذه الامة التي اصبح الحليم فيها حيران ,0.0
1813,كيف صرت كاتب يا زلمة ؟؟ انت كثير عليك حمار,0.0
1814,لإنه النووي ضرره علينا اكتر بكتير من فوائده ,0.0
1815,لا احدالاخوة,0.0
1816,لا بقلو بيضه حكي فارط .. احنا الاردنيه ما حد بيطلع معنا براس ..,0.0
1817,لا تفهمي غلط حبيبتي,0.0
1818,لا دة ذكاء ,0.0
1819,لا شو انا مسخرة كلكووو خنازير,0.0
1820,لا للمفاعل النووي,0.0
1821,لا للمفاعل داخل الأردن,0.0
1822,لا للناووي,0.0
1823,لا مو حلو,0.0
1824,لا هديله بالجزمة طبعا,0.0
1825,لا هديله بالشوز زى الصعيدى الى يكرمه الى ضربه بالشبشب ناقصة حرامية,0.0
1826,لا يوجد كفائات بالأردن قادرة على ادارة هكذا مشروع,0.0
1827,لا يوجد كفائات بالأردن قادرة على ادارة هكذا مشروع ,0.0
1828,لان ديانا كرزون البغله الاردنيه لا تستحق ذلك,0.0
1829,لقد اتحفتمونا بلجوكم لجيبتنا التي انفجرت بفضلكم و الفاسدين يتنعمون باموالنا فهل اصبح فاسدا لأعيش,0.0
1830,"للأسف البعض يعتقد ان المفاعل النووي سيحل مشاكلنا الاقتصادية و لكن الأردن لا يمتلك موارد مالية و هذا يعني الحاجة لشريك أجنبي ""كما اعلنت هيئة الطاقة"" يملك غالبية الأسهم كما في تركيا على سبيل المثال و ذلك يعني ان هذا الشريك سيمتلك الجزء الأكبر من المفاعل و لن يكون ملك للأردن و بالتالي ستقوم الحكومة ايضاً بدفع تكاليف الكهرباء للمستثمر و بالتالي المفاعل النووي لن يوفر لك الكهرباء بسعر قليل",0.0
1831,"للأسف البعض يعتقد ان المفاعل النووي سيحل مشاكلنا الاقتصادية و لكن الأردن لا يمتلك موارد مالية و هذا يعني الحاجة لشريك أجنبي ""كما اعلنت هيئة الطاقة"" يملك غالبية الأسهم كما في تركيا على سبيل المثال وذلك يعني ان هذا الشريك سيمتلك الجزء الأكبر من المفاعل ولن يكون ملك للأردن وبالتالي ستقوم الحكومة ايضاً بدفع تكاليف الكهرباء للمستثمر وبالتالي المفاعل النووي لن يوفر لك الكهرباء بسعر قليل",0.0
1832,"للأسف البعض يعتقد ان المفاعل النووي سيحل مشاكلنا الاقتصادية ولكن الأردن لا يمتلك موارد مالية وهذا يعني الحاجة لشريك أجنبي ""كما اعلنت هيئة الطاقة"" يملك غالبية الأسهم كما في تركيا على سبيل المثال وذلك يعني ان هذا الشريك سيمتلك الجزء الأكبر من المفاعل ولن يكون ملك للأردن وبالتالي ستقوم الحكومة ايضاً بدفع تكاليف الكهرباء للمستثمر وبالتالي المفاعل النووي لن يوفر لك الكهرباء بسعر قليل",0.0
1833,للبرنامج التافه الي يسمح لهذا الشي,0.0
1834,لله يحرق قلبك يبشار,0.0
1835,للهم خذهم اخد عزيز مقتدر فانهم لا يرحموا الضعفاء اللهم سلط عليهم عذابك فانهم ارونا الويلات ,0.0
1836,للي مفكرين المفاعل راح يطورهم - المفاعل راح يدمر الأردن و المنطقة اللي حولها لأن الفساد الموجود بالأردن مش موجود بدوله أخرى و هذا يعني أن الفاسدين رايحين يسمسروا و يلهفوا لما يوصلوا اشكل مفاعل للأردن و ناسين أن المفاعل يحتاج إلى بحر ماء للتبريد و نحن لانملك ماء للشرب و ناسين أن التطور يكون بمشاركة الجميع و ليس بقرار فردي و ناسين أن الذي أقر المفاعل هو المحتكر الأول هيئة الطاقة و أن شاغرها بقي معلق أثناء فترة تسلم طوقان وزارة التربية والتعليم ؟؟؟لدول المتقدمة بدأت تبحث عن بدائل للمفاعلات و احنا بنشتري الخربان منهم مشان التقدم و بلدنا بفضل الله لديها طاقة الرياح و طاقة الشمس لماذا لا يتم إستغلالها بدل المفاعل النووي طالما أكلنا معظمه فاسد و غير صالح بسبب الجشع و الطمع و الفساد.,0.0
1837,للي مفكرين المفاعل راح يطورهم - المفاعل راح يدمر الأردن و المنطقة اللي حولها لأن الفساد الموجود بالأردن مش موجود بدوله أخرى وهذا يعني أن الفاسدين رايحين يسمسروا و يلهفوا لما يوصلوا اشكل مفاعل للأردن و ناسين أن المفاعل يحتاج إلى بحر ماء للتبريد و نحن لانملك ماء للشرب و ناسين أن التطور يكون بمشاركة الجميع و ليس بقرار فردي و ناسين أن الذي أقر المفاعل هو المحتكر الأول هيئة الطاقة و أن شاغرها بقي معلق أثناء فترة تسلم طوقان وزارة التربية و التعليم ؟؟؟ لدول المتقدمة بدأت تبحث عن بدائل للمفاعلات و احنا بنشتري الخربان منهم مشان التقدم و بلدنا بفضل الله لديها طاقة الرياح و طاقة الشمس لماذا لا يتم إستغلالها بدل المفاعل النووي طالما أكلنا معظمه فاسد و غير صالح بسبب الجشع و الطمع و الفساد.,0.0
1838,لما اجد فيها الا الجراح,0.0
1839,لنفترض جدلا ان لا اضرار صحية و بيئية سينتج عن بناء مفاعلات نووية سلمية ، دعونا نفكر في الكلفة من حيث اولا: كلفة بناء عالية جدا لعدم امتلاكنا لهذه التكنولوجيا على شكل ديون تثفل كاهل العشر اجيال القادمة، ثانيا: لنفس السبب سنستورد خبراء للتشغيل لسنوات طويلة مما يزيد كلفة الطاقة و ليس العكس ناهيك عن حصول اي اخطاء مفترضة مستقبلا ثالثا: اين هو المكان البعيد عن المدن في الاردن واين مصدر المياه الكافية للتبريد رابعا:من حق المواطنين و اصحاب القرار الحصول على تقرير منشور للاثر البيئي مسبقا. بنفس الوقت نستطيع الحصول على نفس كمية الطاقة من الصخر الزيتي الذي نمتلك منه احتياطي هائل و من الغاز الطبيعي المؤمل مستقبلا و من الطاقة الشمسية و من طاقة الرياح بكلف نسبيا اقل بكثير من النووي دون اعباء ديون اضافية.,0.0
1840,لنفترض جدلا ان لا اضرار صحية و بيئية سينتج عن بناء مفاعلات نووية سلمية ، دعونا نفكر في الكلفة من حيث اولا: كلفة بناء عالية جدا لعدم امتلاكنا لهذه التكنولوجيا على شكل ديون تثفل كاهل العشر اجيال القادمة، ثانيا: لنفس السبب سنستورد خبراء للتشغيل لسنوات طويلة مما يزيد كلفة الطاقة وليس العكس ناهيك عن حصول اي اخطاء مفترضة مستقبلا ثالثا: اين هو المكان البعيد عن المدن في الاردن واين مصدر المياه الكافية للتبريد رابعا:من حق المواطنين واصحاب القرار الحصول على تقرير منشور للاثر البيئي مسبقا. بنفس الوقت نستطيع الحصول على نفس كمية الطاقة من الصخر الزيتي الذي نمتلك منه احتياطي هائل ومن الغاز الطبيعي المؤمل مستقبلا ومن الطاقة الشمسية ومن طاقة الرياح بكلف نسبيا اقل بكثير من النووي دون اعباء ديون اضافية.,0.0
1841,لهالدرجه في متخلفين في الوطن العربي؟؟؟؟؟؟,0.0
1842,لهم صارو يبيعو و يشترو في البلد متل ما بدهم,0.0
1843,لو كاكا بالبرازيل كنت اعطيط لايك بس هيك فشر,0.0
1844,لو يبطلو سرقه بهالخزينه و الله الشعب ليعيش و لكو ارحمونا حرام عليكم,0.0
1845,لوين ندكم توصلونا و الله هموم المصاريف قتلت الصغير قبل الكبير الله ياخذ حقنا منكم و لا يباركلكم,0.0
1846,لى جماعه الاخوان الخسيسة كيف بدكو الوطن يتصلح وانتو قسمتوه لفريقيين كل واحد منكم اخدنا لمطرح ومش عارفين واصليين لوين,0.0
1847,ليش الطلاب فاضين يعملو مشاكل فاضين للدراسه يعني ما عندهم وقت فراغ للمشاكل,0.0
1848,ليش ما نتعلم من الي صار في اليابان، وروسيا، ألمانيا ألغت نظرتها في بناء مفاعلات نووية و استخدام الطاقة البديلة.,0.0
1849,ليش ما نتعلم من الي صار في اليابان، وروسيا، ألمانيا ألغت نظرتها في بناء مفاعلات نووية واستخدام الطاقة البديلة.,0.0
1850,مؤامره معروفه ضد الشرفاء في هذا البلد,0.0
1851,ما أجمل من مثل هذا الحُب الصادق الشفا,0.0
1852,ما اثقل دمك و ما اغباك,0.0
1853,ما ازنخ منك إلى هاي الروابط اللي بتسم البدن.... بتتعب يعني لما توخد الصورة وتنزلها تنزيل عادي,0.0
1854,ما ازنخك انت و مقالاتك,0.0
1855,ما اقسى غربة الروح,0.0
1856,ما انا شطبت,0.0
1857,ما انتو ادرى انو الموضوع مش لصالح الصحه العامه بعدين مش كل اشي بتعملو امريكا لازم نعملو و نصير امعه اصلا احنا دول امعه شو بتحكي امريكا ولا الضالين امين نفسي امريكا تقلدنا باشي واحد,0.0
1858,ما بدي غير 10 يعملو لايك للبيج,0.0
1859,ما بكره حد قدك,0.0
1860,ما حد بيتحكم فيي,0.0
1861,ما شاء الله العطلة مأثر عليكوا كتير صبايا الكل بحكي حبيبتي وحبي وبلمدرسة كل واحد بكشر من جهة,0.0
1862,ما شاء الله والله انها امر متل الكرتون,0.0
1863,ما هيك بيقولوا : للأسف ما عجبت حدا . انت جاهل يا هذا . ليس هكذا تدعو الناس لقول لا اله الا الله محمد رسول الله . انت غبي يا صاحبل هذا البوست و لا تفقه شيئا من العلم و الدين . انت هيك تبين انك في قمة الجهل و العار . قل كلاما جيدا محببا و لا تتلفظ بالكلام السيئ . انما تعجبنا كلنا لو قلت انطقوا بالشهادتين يا أولي الالباب,0.0
1864,مارح يتغير شي بعد 50 سنه رح نلاقي بالجرايد خالد النووي يطالب ابراهيم النووي بتأجيل مشروع المفاعل النووي لان في مشاريع اهم زي مياه سفيان الديسي وخط ابو يوسف للباص السريع ... عادي,0.0
1865,ماشي هسا انا صرت ولة طيب في حدا بيشبهك كتتير,0.0
1866,ماعندك شرف ,0.0
1867,مت عليهم حيطه هالانذال اصحاب الاجندات الخاصه الخارجيه العميله,0.0
1868,مزعج الي كثييير,0.0
1869,مسخرة﻿,0.0
1870,مسخره,0.0
1871,مسكيييييييييين﻿,0.0
1872,مش النووي (ان صار وما اظنش اسرائيل تسمح باقامته بهالسهولة) هو اللي بيعني انو احنا متطورين او متقدمين!,0.0
1873,مش باين منيح ليش عم تكذبو,0.0
1874,مش حلو,0.0
1875,مش شايف العالم مش ملاقيه الخبز . كل واحد بشتغل على سياره رح يوكل هوا و بارتفاع المحروقات الاكل و الشرب رح يرتفع,0.0
1876,مش طبيعي,0.0
1877,مش عارف كيف الناس بتحبك يا زلمة؟,0.0
1878,مش من بني ادم انتي من جنس الحيوانات,0.0
1879,مشان الله حد يعمله هوشة بدنا نعطللنا شوي,0.0
1880,مصر مش عايزة رئيس يحكمها . المصريين شعب مطحون عايز رئيس يحقق له مطالبه ولا يعارضه ,0.0
1881,مع مين بتحكي بتول انشالله مع حالك ,0.0
1882,معظم اصحاب محطات الوقود و وكالات الغاز متنفذين .لقد زاد الغني غنى و الفقير فقر ,0.0
1883,مقاسك غير مناسب يا شريف مع نفسك,0.0
1884,"ملاحظه : الكبسه ما بتكهرب والله""",0.0
1885,من اين لنا المياه لتبريد المفاعل النووي فهو يحتاج الى نصف مليون مترا مكعبا من المياه لتبريده سنويا على الاقل والقاصي والداني يعرف اننا في بلد يعاني من شحة المياه اما كعلوم ومعرفة بالعلوم النووية والطاقة فانا احب ان يتعلمها المتعلمين في بلادنا بدءا من جدول مندلييف للعناصر مرورا ب العناصر المشعة ونظرية اينشتاين للطاقة ونظريات الفيزياء الكمية والبحث في عمر البروتون والنيوترينو والكواركات واللبتونات والuncertainty principle والنظائر المشعة وتفتيت الذرة واشعة جاما وبيتا والفا والراديوم والبلوتونيوم والبروتونات وكافة النظريات بما فيها انواع المفاعلات النووية وتجارب الامم فيها مثل اليابان والمانيا وروسيا وفرنسا وامريكا وللعلم فقط انها علوم نظريا سهلة وبسيطة ويستطيع فهمها حتى الانسان ذو الخلفية والرغبة العلمية وعلى جميع او على الاقل جزء من علمائنا ان يقرروا المسار الذي يجب ان نسلكه ونسير فيه بهذا الخصوص بموازنة المخاطر والمكاسب وبعدها وعلى اساس النتيجة والفائدة الواضحة يتم الاعتماد لقرارهم ان كان سلبا ام ايجابا,0.0
1886,من هي اصغيره اغاني والله انقلبت ادنيه﻿,0.0
1887,من وين انجيب حرام عليكم,0.0
1888,منك لله و بس,0.0
1889,منكو لله احنا لاقيين حق الخبز لحتى ترفعو البنزين صار الواحد يحب يخلص دراسه عشان ما يضل بلاردن لانو ما فيها اشي لا رواتب و لا اشي جد بلد مش فقير بس كلو بوكل كلو و الله ما بنلوم الحراميه ع هيك بلد,0.0
1890,منيك ولك ,0.0
1891,مهو اصلأ زي مشروع الباص السريع يلي استملكو عشانه شارع المحطة كاملا و لساتنة منسمع عنو ما شفنا,0.0
1892,مين هااي الي بصورة وئدامها كورس ,0.0
1893,نا بدي نموذج لسبونج بوب ههههههههههههههههه,0.0
1894,نادرا ما بتصير لو انه الشعب بتطور وبيتعلم مع الوقت,0.0
1895,نار جهنم تاخدو,0.0
1896,ناشدتك الله ......,0.0
1897,نحن في زمن يهان فيه المرء ويكرم فيه الكلب ,0.0
1898,نحن نرفض المفاعل النووي,0.0
1899,نذاله ههههههههههههههههه,0.0
1900,نعم اردننا غير قابل للتلاعب بارواح ابناءه,0.0
1901,نعم! مصر عايزه راجل مش واحد وسخ بيقرف,0.0
1902,نفسي افهم من وين جاي يا ابن الكلب ,0.0
1903,نهايه مواطن طفران,0.0
1904,هؤلاء معوقين﻿,0.0
1905,هات ناس تفهم .. و المثل بحكي اسأل مجرب و لا تسأل خبير,0.0
1906,هات ناس تفهم .. والمثل بحكي اسأل مجرب ولا تسأل خبيير,0.0
1907,هاد كلو كزب ياهبلة والله,0.0
1908,هاض بعرفو بس مقرف,0.0
1909,هاض بني ادم حقير,0.0
1910,هاي نتيجة انه ينحط انسان .... في موقع مسؤوليه,0.0
1911,هبل,0.0
1912,هذا لا يعني خلوها من الاشكال المصدية ,0.0
1913,هع  بدها بس تعلق التعليقات الزنخة,0.0
1914,هعهعهع مش حلو,0.0
1915,"هلأ كففت عن قسوتك..""",0.0
1916,هههههههه ولكو ما إحنا ميتين من دون هالوسطه,0.0
1917,ههههههههههههه شكلو عمرو ماشاف كاميرا تصورو,0.0
1918,ههههههههههههههه ما بقدروا,0.0
1919,ههههههههههههههههه هدول مجانين ... اكيد ما بوافق مش هبلة انا,0.0
1920,ههههههههههههههههههههه مهيه خربانه ان شاء الله يعملو مفاعل قرد بطلت تفرق,0.0
1921,هههههههههههههههههههههههههه الحلو انكم بتحكوا على اساس انو الأردن ما فيه فساد و سرقات ...........,0.0
1922,هههههههههههههههههههههههههههههه ... لا نووي ولا صوبة بواري ... كالعاده نصبه جديده,0.0
